DATA,Tipologia de Ocorrência,Regional,Ocorrências
03/04/2022,Inundação,SR 4,0
03/04/2022,Inundação,SR 5,0
03/04/2022,Inundação,SR 6,0
03/04/2022,Inundação,SR 7,0
03/04/2022,Inundação,SR 8,0
03/04/2022,Inundação,SR 9,0
03/04/2022,Inundação,SR 10,0
03/04/2022,Inundação,SR 11,0
03/04/2022,Inundação,SR 12,0
03/04/2022,Solapamento,SR 1,0
03/04/2022,Solapamento,SR 2,0
03/04/2022,Solapamento,SR 3,0
03/04/2022,Solapamento,SR 4,0
03/04/2022,Solapamento,SR 5,0
03/04/2022,Solapamento,SR 6,0
03/04/2022,Solapamento,SR 7,0
03/04/2022,Solapamento,SR 8,0
03/04/2022,Solapamento,SR 9,0
03/04/2022,Solapamento,SR 10,0
03/04/2022,Solapamento,SR 11,0
03/04/2022,Solapamento,SR 12,0
03/04/2022,Outros,SR 1,0
03/04/2022,Outros,SR 2,0
03/04/2022,Outros,SR 3,0
03/04/2022,Outros,SR 4,0
03/04/2022,Outros,SR 5,0
03/04/2022,Outros,SR 6,0
03/04/2022,Outros,SR 7,0
03/04/2022,Outros,SR 8,0
03/04/2022,Outros,SR 9,0
03/04/2022,Outros,SR 10,0
03/04/2022,Outros,SR 11,0
03/04/2022,Outros,SR 12,0
04/04/2022,Alagamento,SR 1,1
04/04/2022,Alagamento,SR 2,1
04/04/2022,Alagamento,SR 3,0
04/04/2022,Alagamento,SR 4,1
04/04/2022,Alagamento,SR 5,0
04/04/2022,Alagamento,SR 6,0
04/04/2022,Alagamento,SR 7,3
04/04/2022,Alagamento,SR 8,1
04/04/2022,Alagamento,SR 9,0
04/04/2022,Alagamento,SR 10,0
04/04/2022,Alagamento,SR 11,0
04/04/2022,Alagamento,SR 12,0
04/04/2022,Incêndio,SR 1,0
04/04/2022,Incêndio,SR 2,0
04/04/2022,Incêndio,SR 3,0
04/04/2022,Incêndio,SR 4,0
04/04/2022,Incêndio,SR 5,0
04/04/2022,Incêndio,SR 6,0
04/04/2022,Incêndio,SR 7,0
04/04/2022,Incêndio,SR 8,0
04/04/2022,Incêndio,SR 9,0
04/04/2022,Incêndio,SR 10,0
04/04/2022,Incêndio,SR 11,0
04/04/2022,Incêndio,SR 12,0
04/04/2022,Desabamento,SR 1,0
04/04/2022,Desabamento,SR 2,0
04/04/2022,Desabamento,SR 3,2
04/04/2022,Desabamento,SR 4,1
04/04/2022,Desabamento,SR 5,0
04/04/2022,Desabamento,SR 6,0
04/04/2022,Desabamento,SR 7,0
04/04/2022,Desabamento,SR 8,0
04/04/2022,Desabamento,SR 9,0
04/04/2022,Desabamento,SR 10,0
04/04/2022,Desabamento,SR 11,0
04/04/2022,Desabamento,SR 12,2
04/04/2022,Deslizamento,SR 1,0
04/04/2022,Deslizamento,SR 2,0
04/04/2022,Deslizamento,SR 3,0
04/04/2022,Deslizamento,SR 4,0
04/04/2022,Deslizamento,SR 5,0
04/04/2022,Deslizamento,SR 6,0
04/04/2022,Deslizamento,SR 7,0
04/04/2022,Deslizamento,SR 8,0
04/04/2022,Deslizamento,SR 9,0
04/04/2022,Deslizamento,SR 10,0
04/04/2022,Deslizamento,SR 11,0
04/04/2022,Deslizamento,SR 12,0
04/04/2022,Risco de Alagamento,SR 1,0
04/04/2022,Risco de Alagamento,SR 2,0
04/04/2022,Risco de Alagamento,SR 3,0
04/04/2022,Risco de Alagamento,SR 4,0
04/04/2022,Risco de Alagamento,SR 5,0
04/04/2022,Risco de Alagamento,SR 6,0
04/04/2022,Risco de Alagamento,SR 7,0
04/04/2022,Risco de Alagamento,SR 8,1
04/04/2022,Risco de Alagamento,SR 9,0
04/04/2022,Risco de Alagamento,SR 10,0
04/04/2022,Risco de Alagamento,SR 11,0
04/04/2022,Risco de Alagamento,SR 12,0
04/04/2022,Risco de Desabamento,SR 1,5
04/04/2022,Risco de Desabamento,SR 2,7
04/04/2022,Risco de Desabamento,SR 3,1
04/04/2022,Risco de Desabamento,SR 4,2
04/04/2022,Risco de Desabamento,SR 5,1
04/04/2022,Risco de Desabamento,SR 6,1
04/04/2022,Risco de Desabamento,SR 7,0
04/04/2022,Risco de Desabamento,SR 8,1
04/04/2022,Risco de Desabamento,SR 9,1
04/04/2022,Risco de Desabamento,SR 10,1
04/04/2022,Risco de Desabamento,SR 11,4
04/04/2022,Risco de Desabamento,SR 12,0
04/04/2022,Risco de Deslizamento,SR 1,0
04/04/2022,Risco de Deslizamento,SR 2,0
04/04/2022,Risco de Deslizamento,SR 3,0
04/04/2022,Risco de Deslizamento,SR 4,0
04/04/2022,Risco de Deslizamento,SR 5,0
04/04/2022,Risco de Deslizamento,SR 6,0
04/04/2022,Risco de Deslizamento,SR 7,0
04/04/2022,Risco de Deslizamento,SR 8,0
04/04/2022,Risco de Deslizamento,SR 9,0
04/04/2022,Risco de Deslizamento,SR 10,0
04/04/2022,Risco de Deslizamento,SR 11,0
04/04/2022,Risco de Deslizamento,SR 12,0
04/04/2022,Risco de Inundação,SR 1,0
04/04/2022,Risco de Inundação,SR 2,0
04/04/2022,Risco de Inundação,SR 3,0
04/04/2022,Risco de Inundação,SR 4,0
04/04/2022,Risco de Inundação,SR 5,0
04/04/2022,Risco de Inundação,SR 6,0
04/04/2022,Risco de Inundação,SR 7,0
04/04/2022,Risco de Inundação,SR 8,0
04/04/2022,Risco de Inundação,SR 9,0
04/04/2022,Risco de Inundação,SR 10,0
04/04/2022,Risco de Inundação,SR 11,0
04/04/2022,Risco de Inundação,SR 12,0
04/04/2022,Inundação,SR 1,0
04/04/2022,Inundação,SR 2,0
04/04/2022,Inundação,SR 3,0
04/04/2022,Inundação,SR 4,0
04/04/2022,Inundação,SR 5,0
04/04/2022,Inundação,SR 6,0
04/04/2022,Inundação,SR 7,0
04/04/2022,Inundação,SR 8,0
04/04/2022,Inundação,SR 9,0
04/04/2022,Inundação,SR 10,0
04/04/2022,Inundação,SR 11,0
04/04/2022,Inundação,SR 12,0
04/04/2022,Solapamento,SR 1,0
04/04/2022,Solapamento,SR 2,0
04/04/2022,Solapamento,SR 3,0
04/04/2022,Solapamento,SR 4,0
04/04/2022,Solapamento,SR 5,0
04/04/2022,Solapamento,SR 6,0
04/04/2022,Solapamento,SR 7,0
04/04/2022,Solapamento,SR 8,0
04/04/2022,Solapamento,SR 9,0
04/04/2022,Solapamento,SR 10,1
04/04/2022,Solapamento,SR 11,0
04/04/2022,Solapamento,SR 12,0
04/04/2022,Outros,SR 1,0
04/04/2022,Outros,SR 2,0
04/04/2022,Outros,SR 3,0
04/04/2022,Outros,SR 4,0
04/04/2022,Outros,SR 5,0
04/04/2022,Outros,SR 6,0
04/04/2022,Outros,SR 7,0
04/04/2022,Outros,SR 8,0
04/04/2022,Outros,SR 9,0
04/04/2022,Outros,SR 10,0
04/04/2022,Outros,SR 11,0
04/04/2022,Outros,SR 12,0
05/04/2022,Alagamento,SR 1,1
05/04/2022,Alagamento,SR 2,0
05/04/2022,Alagamento,SR 3,0
05/04/2022,Alagamento,SR 4,0
05/04/2022,Alagamento,SR 5,0
05/04/2022,Alagamento,SR 6,0
05/04/2022,Alagamento,SR 7,0
05/04/2022,Alagamento,SR 8,0
05/04/2022,Alagamento,SR 9,0
05/04/2022,Alagamento,SR 10,0
05/04/2022,Alagamento,SR 11,0
05/04/2022,Alagamento,SR 12,0
05/04/2022,Incêndio,SR 1,0
05/04/2022,Incêndio,SR 2,0
05/04/2022,Incêndio,SR 3,0
05/04/2022,Incêndio,SR 4,0
05/04/2022,Incêndio,SR 5,0
05/04/2022,Incêndio,SR 6,0
05/04/2022,Incêndio,SR 7,0
05/04/2022,Incêndio,SR 8,0
05/04/2022,Incêndio,SR 9,0
05/04/2022,Incêndio,SR 10,0
05/04/2022,Incêndio,SR 11,0
05/04/2022,Incêndio,SR 12,0
05/04/2022,Desabamento,SR 1,0
05/04/2022,Desabamento,SR 2,0
05/04/2022,Desabamento,SR 3,2
05/04/2022,Desabamento,SR 4,0
05/04/2022,Desabamento,SR 5,0
05/04/2022,Desabamento,SR 6,0
05/04/2022,Desabamento,SR 7,0
05/04/2022,Desabamento,SR 8,1
05/04/2022,Desabamento,SR 9,0
05/04/2022,Desabamento,SR 10,0
05/04/2022,Desabamento,SR 11,0
05/04/2022,Desabamento,SR 12,0
05/04/2022,Deslizamento,SR 1,0
05/04/2022,Deslizamento,SR 2,0
05/04/2022,Deslizamento,SR 3,0
05/04/2022,Deslizamento,SR 4,0
05/04/2022,Deslizamento,SR 5,0
05/04/2022,Deslizamento,SR 6,0
05/04/2022,Deslizamento,SR 7,0
05/04/2022,Deslizamento,SR 8,0
05/04/2022,Deslizamento,SR 9,0
05/04/2022,Deslizamento,SR 10,0
05/04/2022,Deslizamento,SR 11,0
05/04/2022,Deslizamento,SR 12,0
05/04/2022,Risco de Alagamento,SR 1,0
05/04/2022,Risco de Alagamento,SR 2,0
05/04/2022,Risco de Alagamento,SR 3,0
05/04/2022,Risco de Alagamento,SR 4,0
05/04/2022,Risco de Alagamento,SR 5,0
05/04/2022,Risco de Alagamento,SR 6,0
05/04/2022,Risco de Alagamento,SR 7,0
05/04/2022,Risco de Alagamento,SR 8,0
05/04/2022,Risco de Alagamento,SR 9,0
05/04/2022,Risco de Alagamento,SR 10,0
05/04/2022,Risco de Alagamento,SR 11,0
05/04/2022,Risco de Alagamento,SR 12,0
05/04/2022,Risco de Desabamento,SR 1,1
05/04/2022,Risco de Desabamento,SR 2,5
05/04/2022,Risco de Desabamento,SR 3,1
05/04/2022,Risco de Desabamento,SR 4,3
05/04/2022,Risco de Desabamento,SR 5,1
05/04/2022,Risco de Desabamento,SR 6,1
05/04/2022,Risco de Desabamento,SR 7,0
05/04/2022,Risco de Desabamento,SR 8,2
05/04/2022,Risco de Desabamento,SR 9,0
05/04/2022,Risco de Desabamento,SR 10,1
05/04/2022,Risco de Desabamento,SR 11,2
05/04/2022,Risco de Desabamento,SR 12,2
05/04/2022,Risco de Deslizamento,SR 1,0
05/04/2022,Risco de Deslizamento,SR 2,0
05/04/2022,Risco de Deslizamento,SR 3,0
05/04/2022,Risco de Deslizamento,SR 4,0
05/04/2022,Risco de Deslizamento,SR 5,0
05/04/2022,Risco de Deslizamento,SR 6,0
05/04/2022,Risco de Deslizamento,SR 7,0
05/04/2022,Risco de Deslizamento,SR 8,0
05/04/2022,Risco de Deslizamento,SR 9,0
05/04/2022,Risco de Deslizamento,SR 10,0
05/04/2022,Risco de Deslizamento,SR 11,0
05/04/2022,Risco de Deslizamento,SR 12,0
05/04/2022,Risco de Inundação,SR 1,0
05/04/2022,Risco de Inundação,SR 2,0
05/04/2022,Risco de Inundação,SR 3,0
05/04/2022,Risco de Inundação,SR 4,0
05/04/2022,Risco de Inundação,SR 5,0
05/04/2022,Risco de Inundação,SR 6,0
05/04/2022,Risco de Inundação,SR 7,0
05/04/2022,Risco de Inundação,SR 8,0
05/04/2022,Risco de Inundação,SR 9,0
05/04/2022,Risco de Inundação,SR 10,0
05/04/2022,Risco de Inundação,SR 11,0
05/04/2022,Risco de Inundação,SR 12,0
05/04/2022,Inundação,SR 1,0
05/04/2022,Inundação,SR 2,0
05/04/2022,Inundação,SR 3,0
05/04/2022,Inundação,SR 4,0
05/04/2022,Inundação,SR 5,0
05/04/2022,Inundação,SR 6,0
05/04/2022,Inundação,SR 7,0
05/04/2022,Inundação,SR 8,0
05/04/2022,Inundação,SR 9,1
05/04/2022,Inundação,SR 10,0
05/04/2022,Inundação,SR 11,0
05/04/2022,Inundação,SR 12,0
05/04/2022,Solapamento,SR 1,0
05/04/2022,Solapamento,SR 2,0
05/04/2022,Solapamento,SR 3,0
05/04/2022,Solapamento,SR 4,0
05/04/2022,Solapamento,SR 5,0
05/04/2022,Solapamento,SR 6,0
05/04/2022,Solapamento,SR 7,0
05/04/2022,Solapamento,SR 8,0
05/04/2022,Solapamento,SR 9,0
05/04/2022,Solapamento,SR 10,0
05/04/2022,Solapamento,SR 11,0
05/04/2022,Solapamento,SR 12,0
05/04/2022,Outros,SR 1,0
05/04/2022,Outros,SR 2,0
05/04/2022,Outros,SR 3,0
05/04/2022,Outros,SR 4,0
05/04/2022,Outros,SR 5,0
05/04/2022,Outros,SR 6,0
05/04/2022,Outros,SR 7,0
05/04/2022,Outros,SR 8,0
05/04/2022,Outros,SR 9,0
05/04/2022,Outros,SR 10,0
05/04/2022,Outros,SR 11,0
05/04/2022,Outros,SR 12,0
06/04/2022,Alagamento,SR 1,1
06/04/2022,Alagamento,SR 2,0
06/04/2022,Alagamento,SR 3,0
06/04/2022,Alagamento,SR 4,0
06/04/2022,Alagamento,SR 5,0
06/04/2022,Alagamento,SR 6,0
06/04/2022,Alagamento,SR 7,0
06/04/2022,Alagamento,SR 8,0
06/04/2022,Alagamento,SR 9,0
06/04/2022,Alagamento,SR 10,0
06/04/2022,Alagamento,SR 11,0
06/04/2022,Alagamento,SR 12,0
06/04/2022,Incêndio,SR 1,0
06/04/2022,Incêndio,SR 2,0
06/04/2022,Incêndio,SR 3,0
06/04/2022,Incêndio,SR 4,0
06/04/2022,Incêndio,SR 5,0
06/04/2022,Incêndio,SR 6,0
06/04/2022,Incêndio,SR 7,0
06/04/2022,Incêndio,SR 8,0
06/04/2022,Incêndio,SR 9,0
06/04/2022,Incêndio,SR 10,0
06/04/2022,Incêndio,SR 11,0
06/04/2022,Incêndio,SR 12,0
06/04/2022,Desabamento,SR 1,1
06/04/2022,Desabamento,SR 2,0
06/04/2022,Desabamento,SR 3,0
06/04/2022,Desabamento,SR 4,0
06/04/2022,Desabamento,SR 5,0
06/04/2022,Desabamento,SR 6,0
06/04/2022,Desabamento,SR 7,0
06/04/2022,Desabamento,SR 8,0
06/04/2022,Desabamento,SR 9,0
06/04/2022,Desabamento,SR 10,0
06/04/2022,Desabamento,SR 11,0
06/04/2022,Desabamento,SR 12,0
06/04/2022,Deslizamento,SR 1,0
06/04/2022,Deslizamento,SR 2,0
06/04/2022,Deslizamento,SR 3,0
06/04/2022,Deslizamento,SR 4,0
06/04/2022,Deslizamento,SR 5,0
06/04/2022,Deslizamento,SR 6,0
06/04/2022,Deslizamento,SR 7,0
06/04/2022,Deslizamento,SR 8,0
06/04/2022,Deslizamento,SR 9,0
06/04/2022,Deslizamento,SR 10,0
06/04/2022,Deslizamento,SR 11,0
06/04/2022,Deslizamento,SR 12,0
06/04/2022,Risco de Alagamento,SR 1,0
06/04/2022,Risco de Alagamento,SR 2,0
06/04/2022,Risco de Alagamento,SR 3,0
06/04/2022,Risco de Alagamento,SR 4,0
06/04/2022,Risco de Alagamento,SR 5,0
06/04/2022,Risco de Alagamento,SR 6,0
06/04/2022,Risco de Alagamento,SR 7,0
06/04/2022,Risco de Alagamento,SR 8,0
06/04/2022,Risco de Alagamento,SR 9,0
06/04/2022,Risco de Alagamento,SR 10,0
06/04/2022,Risco de Alagamento,SR 11,0
06/04/2022,Risco de Alagamento,SR 12,0
06/04/2022,Risco de Desabamento,SR 1,1
06/04/2022,Risco de Desabamento,SR 2,4
06/04/2022,Risco de Desabamento,SR 3,0
06/04/2022,Risco de Desabamento,SR 4,3
06/04/2022,Risco de Desabamento,SR 5,0
06/04/2022,Risco de Desabamento,SR 6,1
06/04/2022,Risco de Desabamento,SR 7,0
06/04/2022,Risco de Desabamento,SR 8,3
06/04/2022,Risco de Desabamento,SR 9,1
06/04/2022,Risco de Desabamento,SR 10,1
06/04/2022,Risco de Desabamento,SR 11,1
06/04/2022,Risco de Desabamento,SR 12,0
06/04/2022,Risco de Deslizamento,SR 1,0
06/04/2022,Risco de Deslizamento,SR 2,0
06/04/2022,Risco de Deslizamento,SR 3,0
06/04/2022,Risco de Deslizamento,SR 4,0
06/04/2022,Risco de Deslizamento,SR 5,0
06/04/2022,Risco de Deslizamento,SR 6,0
06/04/2022,Risco de Deslizamento,SR 7,0
06/04/2022,Risco de Deslizamento,SR 8,0
06/04/2022,Risco de Deslizamento,SR 9,0
06/04/2022,Risco de Deslizamento,SR 10,0
06/04/2022,Risco de Deslizamento,SR 11,0
06/04/2022,Risco de Deslizamento,SR 12,0
06/04/2022,Risco de Inundação,SR 1,0
06/04/2022,Risco de Inundação,SR 2,0
06/04/2022,Risco de Inundação,SR 3,0
06/04/2022,Risco de Inundação,SR 4,0
06/04/2022,Risco de Inundação,SR 5,0
06/04/2022,Risco de Inundação,SR 6,0
06/04/2022,Risco de Inundação,SR 7,0
06/04/2022,Risco de Inundação,SR 8,0
06/04/2022,Risco de Inundação,SR 9,0
06/04/2022,Risco de Inundação,SR 10,0
06/04/2022,Risco de Inundação,SR 11,0
06/04/2022,Risco de Inundação,SR 12,0
06/04/2022,Inundação,SR 1,0
06/04/2022,Inundação,SR 2,0
06/04/2022,Inundação,SR 3,0
06/04/2022,Inundação,SR 4,0
06/04/2022,Inundação,SR 5,0
06/04/2022,Inundação,SR 6,0
06/04/2022,Inundação,SR 7,0
06/04/2022,Inundação,SR 8,0
06/04/2022,Inundação,SR 9,0
06/04/2022,Inundação,SR 10,0
06/04/2022,Inundação,SR 11,0
06/04/2022,Inundação,SR 12,0
06/04/2022,Solapamento,SR 1,0
06/04/2022,Solapamento,SR 2,0
06/04/2022,Solapamento,SR 3,0
06/04/2022,Solapamento,SR 4,0
06/04/2022,Solapamento,SR 5,0
06/04/2022,Solapamento,SR 6,0
06/04/2022,Solapamento,SR 7,0
06/04/2022,Solapamento,SR 8,0
06/04/2022,Solapamento,SR 9,0
06/04/2022,Solapamento,SR 10,0
06/04/2022,Solapamento,SR 11,0
06/04/2022,Solapamento,SR 12,0
06/04/2022,Outros,SR 1,0
06/04/2022,Outros,SR 2,0
06/04/2022,Outros,SR 3,0
06/04/2022,Outros,SR 4,1
06/04/2022,Outros,SR 5,0
06/04/2022,Outros,SR 6,0
06/04/2022,Outros,SR 7,0
06/04/2022,Outros,SR 8,0
06/04/2022,Outros,SR 9,0
06/04/2022,Outros,SR 10,0
06/04/2022,Outros,SR 11,0
06/04/2022,Outros,SR 12,0
07/04/2022,Alagamento,SR 1,0
07/04/2022,Alagamento,SR 2,4
07/04/2022,Alagamento,SR 3,1
07/04/2022,Alagamento,SR 4,2
07/04/2022,Alagamento,SR 5,0
07/04/2022,Alagamento,SR 6,0
07/04/2022,Alagamento,SR 7,1
07/04/2022,Alagamento,SR 8,0
07/04/2022,Alagamento,SR 9,0
07/04/2022,Alagamento,SR 10,0
07/04/2022,Alagamento,SR 11,0
07/04/2022,Alagamento,SR 12,0
07/04/2022,Incêndio,SR 1,0
07/04/2022,Incêndio,SR 2,0
07/04/2022,Incêndio,SR 3,0
07/04/2022,Incêndio,SR 4,0
07/04/2022,Incêndio,SR 5,0
07/04/2022,Incêndio,SR 6,0
07/04/2022,Incêndio,SR 7,0
07/04/2022,Incêndio,SR 8,0
07/04/2022,Incêndio,SR 9,0
07/04/2022,Incêndio,SR 10,0
07/04/2022,Incêndio,SR 11,0
07/04/2022,Incêndio,SR 12,0
07/04/2022,Desabamento,SR 1,0
07/04/2022,Desabamento,SR 2,0
07/04/2022,Desabamento,SR 3,0
07/04/2022,Desabamento,SR 4,3
07/04/2022,Desabamento,SR 5,0
07/04/2022,Desabamento,SR 6,0
07/04/2022,Desabamento,SR 7,0
07/04/2022,Desabamento,SR 8,0
07/04/2022,Desabamento,SR 9,0
07/04/2022,Desabamento,SR 10,0
07/04/2022,Desabamento,SR 11,0
07/04/2022,Desabamento,SR 12,2
07/04/2022,Deslizamento,SR 1,0
07/04/2022,Deslizamento,SR 2,0
07/04/2022,Deslizamento,SR 3,0
07/04/2022,Deslizamento,SR 4,0
07/04/2022,Deslizamento,SR 5,0
07/04/2022,Deslizamento,SR 6,0
07/04/2022,Deslizamento,SR 7,0
07/04/2022,Deslizamento,SR 8,0
07/04/2022,Deslizamento,SR 9,0
07/04/2022,Deslizamento,SR 10,0
07/04/2022,Deslizamento,SR 11,0
07/04/2022,Deslizamento,SR 12,0
07/04/2022,Risco de Alagamento,SR 1,0
07/04/2022,Risco de Alagamento,SR 2,0
07/04/2022,Risco de Alagamento,SR 3,0
07/04/2022,Risco de Alagamento,SR 4,0
07/04/2022,Risco de Alagamento,SR 5,0
07/04/2022,Risco de Alagamento,SR 6,0
07/04/2022,Risco de Alagamento,SR 7,0
07/04/2022,Risco de Alagamento,SR 8,0
07/04/2022,Risco de Alagamento,SR 9,0
07/04/2022,Risco de Alagamento,SR 10,0
07/04/2022,Risco de Alagamento,SR 11,0
07/04/2022,Risco de Alagamento,SR 12,0
07/04/2022,Risco de Desabamento,SR 1,2
07/04/2022,Risco de Desabamento,SR 2,7
07/04/2022,Risco de Desabamento,SR 3,3
07/04/2022,Risco de Desabamento,SR 4,1
07/04/2022,Risco de Desabamento,SR 5,0
07/04/2022,Risco de Desabamento,SR 6,0
07/04/2022,Risco de Desabamento,SR 7,1
07/04/2022,Risco de Desabamento,SR 8,0
07/04/2022,Risco de Desabamento,SR 9,1
07/04/2022,Risco de Desabamento,SR 10,0
07/04/2022,Risco de Desabamento,SR 11,3
07/04/2022,Risco de Desabamento,SR 12,1
07/04/2022,Risco de Deslizamento,SR 1,0
07/04/2022,Risco de Deslizamento,SR 2,0
07/04/2022,Risco de Deslizamento,SR 3,0
07/04/2022,Risco de Deslizamento,SR 4,0
07/04/2022,Risco de Deslizamento,SR 5,0
07/04/2022,Risco de Deslizamento,SR 6,0
07/04/2022,Risco de Deslizamento,SR 7,0
07/04/2022,Risco de Deslizamento,SR 8,0
07/04/2022,Risco de Deslizamento,SR 9,0
07/04/2022,Risco de Deslizamento,SR 10,0
07/04/2022,Risco de Deslizamento,SR 11,0
07/04/2022,Risco de Deslizamento,SR 12,0
07/04/2022,Risco de Inundação,SR 1,0
07/04/2022,Risco de Inundação,SR 2,0
07/04/2022,Risco de Inundação,SR 3,0
07/04/2022,Risco de Inundação,SR 4,0
07/04/2022,Risco de Inundação,SR 5,0
07/04/2022,Risco de Inundação,SR 6,0
07/04/2022,Risco de Inundação,SR 7,0
07/04/2022,Risco de Inundação,SR 8,0
07/04/2022,Risco de Inundação,SR 9,0
07/04/2022,Risco de Inundação,SR 10,0
07/04/2022,Risco de Inundação,SR 11,0
07/04/2022,Risco de Inundação,SR 12,0
07/04/2022,Inundação,SR 1,0
07/04/2022,Inundação,SR 2,2
07/04/2022,Inundação,SR 3,0
07/04/2022,Inundação,SR 4,0
07/04/2022,Inundação,SR 5,0
07/04/2022,Inundação,SR 6,0
07/04/2022,Inundação,SR 7,0
07/04/2022,Inundação,SR 8,0
07/04/2022,Inundação,SR 9,0
07/04/2022,Inundação,SR 10,0
07/04/2022,Inundação,SR 11,0
07/04/2022,Inundação,SR 12,0
07/04/2022,Solapamento,SR 1,0
07/04/2022,Solapamento,SR 2,0
07/04/2022,Solapamento,SR 3,0
07/04/2022,Solapamento,SR 4,0
07/04/2022,Solapamento,SR 5,0
07/04/2022,Solapamento,SR 6,0
07/04/2022,Solapamento,SR 7,0
07/04/2022,Solapamento,SR 8,0
07/04/2022,Solapamento,SR 9,0
07/04/2022,Solapamento,SR 10,0
07/04/2022,Solapamento,SR 11,0
07/04/2022,Solapamento,SR 12,0
07/04/2022,Outros,SR 1,0
07/04/2022,Outros,SR 2,0
07/04/2022,Outros,SR 3,0
07/04/2022,Outros,SR 4,0
07/04/2022,Outros,SR 5,0
07/04/2022,Outros,SR 6,0
07/04/2022,Outros,SR 7,0
07/04/2022,Outros,SR 8,0
07/04/2022,Outros,SR 9,0
07/04/2022,Outros,SR 10,0
07/04/2022,Outros,SR 11,0
07/04/2022,Outros,SR 12,0
08/04/2022,Alagamento,SR 1,0
08/04/2022,Alagamento,SR 2,0
08/04/2022,Alagamento,SR 3,0
08/04/2022,Alagamento,SR 4,0
08/04/2022,Alagamento,SR 5,0
08/04/2022,Alagamento,SR 6,1
08/04/2022,Alagamento,SR 7,0
08/04/2022,Alagamento,SR 8,0
08/04/2022,Alagamento,SR 9,0
08/04/2022,Alagamento,SR 10,0
08/04/2022,Alagamento,SR 11,0
08/04/2022,Alagamento,SR 12,0
08/04/2022,Incêndio,SR 1,0
08/04/2022,Incêndio,SR 2,0
08/04/2022,Incêndio,SR 3,0
08/04/2022,Incêndio,SR 4,1
08/04/2022,Incêndio,SR 5,0
08/04/2022,Incêndio,SR 6,0
08/04/2022,Incêndio,SR 7,0
08/04/2022,Incêndio,SR 8,0
08/04/2022,Incêndio,SR 9,0
08/04/2022,Incêndio,SR 10,0
08/04/2022,Incêndio,SR 11,0
08/04/2022,Incêndio,SR 12,0
08/04/2022,Desabamento,SR 1,0
08/04/2022,Desabamento,SR 2,0
08/04/2022,Desabamento,SR 3,0
08/04/2022,Desabamento,SR 4,1
08/04/2022,Desabamento,SR 5,1
08/04/2022,Desabamento,SR 6,0
08/04/2022,Desabamento,SR 7,1
08/04/2022,Desabamento,SR 8,0
08/04/2022,Desabamento,SR 9,0
08/04/2022,Desabamento,SR 10,0
08/04/2022,Desabamento,SR 11,1
08/04/2022,Desabamento,SR 12,0
08/04/2022,Deslizamento,SR 1,0
08/04/2022,Deslizamento,SR 2,0
08/04/2022,Deslizamento,SR 3,0
08/04/2022,Deslizamento,SR 4,0
08/04/2022,Deslizamento,SR 5,0
08/04/2022,Deslizamento,SR 6,0
08/04/2022,Deslizamento,SR 7,0
08/04/2022,Deslizamento,SR 8,0
08/04/2022,Deslizamento,SR 9,0
08/04/2022,Deslizamento,SR 10,0
08/04/2022,Deslizamento,SR 11,0
08/04/2022,Deslizamento,SR 12,0
08/04/2022,Risco de Alagamento,SR 1,0
08/04/2022,Risco de Alagamento,SR 2,0
08/04/2022,Risco de Alagamento,SR 3,0
08/04/2022,Risco de Alagamento,SR 4,0
08/04/2022,Risco de Alagamento,SR 5,0
08/04/2022,Risco de Alagamento,SR 6,0
08/04/2022,Risco de Alagamento,SR 7,0
08/04/2022,Risco de Alagamento,SR 8,0
08/04/2022,Risco de Alagamento,SR 9,0
08/04/2022,Risco de Alagamento,SR 10,0
08/04/2022,Risco de Alagamento,SR 11,0
08/04/2022,Risco de Alagamento,SR 12,0
08/04/2022,Risco de Desabamento,SR 1,0
08/04/2022,Risco de Desabamento,SR 2,4
08/04/2022,Risco de Desabamento,SR 3,1
08/04/2022,Risco de Desabamento,SR 4,1
08/04/2022,Risco de Desabamento,SR 5,0
08/04/2022,Risco de Desabamento,SR 6,1
08/04/2022,Risco de Desabamento,SR 7,1
08/04/2022,Risco de Desabamento,SR 8,2
08/04/2022,Risco de Desabamento,SR 9,0
08/04/2022,Risco de Desabamento,SR 10,0
08/04/2022,Risco de Desabamento,SR 11,0
08/04/2022,Risco de Desabamento,SR 12,0
08/04/2022,Risco de Deslizamento,SR 1,0
08/04/2022,Risco de Deslizamento,SR 2,0
08/04/2022,Risco de Deslizamento,SR 3,0
08/04/2022,Risco de Deslizamento,SR 4,0
08/04/2022,Risco de Deslizamento,SR 5,0
08/04/2022,Risco de Deslizamento,SR 6,0
08/04/2022,Risco de Deslizamento,SR 7,1
08/04/2022,Risco de Deslizamento,SR 8,0
08/04/2022,Risco de Deslizamento,SR 9,0
08/04/2022,Risco de Deslizamento,SR 10,0
08/04/2022,Risco de Deslizamento,SR 11,0
08/04/2022,Risco de Deslizamento,SR 12,0
08/04/2022,Risco de Inundação,SR 1,0
08/04/2022,Risco de Inundação,SR 2,0
08/04/2022,Risco de Inundação,SR 3,0
08/04/2022,Risco de Inundação,SR 4,0
08/04/2022,Risco de Inundação,SR 5,0
08/04/2022,Risco de Inundação,SR 6,0
08/04/2022,Risco de Inundação,SR 7,0
08/04/2022,Risco de Inundação,SR 8,0
08/04/2022,Risco de Inundação,SR 9,0
08/04/2022,Risco de Inundação,SR 10,0
08/04/2022,Risco de Inundação,SR 11,0
